X,Y,OBJECTID,CODI_ENS,NOM_ENS,TIPUS,MODEL,LONGITUD,LATITUD,EXTRACCIO
418886.2732,4578370.481,24815,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.030344,41.352751,2023/04/10 07:10:16+00
418627.6933,4577969.8858,24816,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.027307,41.349117,2023/04/10 07:10:16+00
418815.7702,4578836.162,24817,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.029439,41.356938,2023/04/10 07:10:16+00
418980.1075,4578891.506,24818,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.031396,41.357453,2023/04/10 07:10:16+00
419053.6028,4579015.3746,24819,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.032258,41.358576,2023/04/10 07:10:16+00
418901.1246,4578972.8872,24820,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.030441,41.358178,2023/04/10 07:10:16+00
418991.6756,4578713.8361,24821,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.031558,41.355854,2023/04/10 07:10:16+00
420087.2614,4576912.0736,24822,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.044891,41.339736,2023/04/10 07:10:16+00
420179.9987,4577081.2643,24823,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.045977,41.341269,2023/04/10 07:10:16+00
418775.6229,4578919.1086,24824,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.028948,41.357681,2023/04/10 07:10:16+00
420077.6928,4577152.5623,24825,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.044745,41.341901,2023/04/10 07:10:16+00
420087.8795,4577044.1943,24826,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.044881,41.340926,2023/04/10 07:10:16+00
420227.2368,4576887.328,24827,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.046567,41.339527,2023/04/10 07:10:16+00
419907.6853,4576351.0124,24828,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.042819,41.334665,2023/04/10 07:10:16+00
419342.9932,4577836.3206,24829,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.035874,41.347986,2023/04/10 07:10:16+00
418436.2354,4578711.7338,24830,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.024919,41.355779,2023/04/10 07:10:16+00
420036.3993,4577019.7793,24831,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.044269,41.340701,2023/04/10 07:10:16+00
419687.5845,4577907.9994,24832,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.039983,41.348666,2023/04/10 07:10:16+00
418849.6321,4577158.9749,24833,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.030068,41.341836,2023/04/10 07:10:16+00
418537.8228,4577879.5148,24834,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.026245,41.348294,2023/04/10 07:10:16+00
418676.7003,4577908.1575,24835,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.027901,41.348566,2023/04/10 07:10:16+00
418095.9284,4578291.3133,24836,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.020908,41.351958,2023/04/10 07:10:16+00
418166.867,4577956.749,24837,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.021801,41.348952,2023/04/10 07:10:16+00
420151.5533,4576830.7571,24838,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.04567,41.33901,2023/04/10 07:10:16+00
420060.0661,4576988.0966,24839,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044556,41.340418,2023/04/10 07:10:16+00
420178.8322,4577081.7212,24840,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.045963,41.341273,2023/04/10 07:10:16+00
420077.3538,4577144.5717,24841,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044742,41.341829,2023/04/10 07:10:16+00
418694.5644,4577755.1769,24842,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.028135,41.34719,2023/04/10 07:10:16+00
418647.08,4578027.4051,24843,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.027531,41.349637,2023/04/10 07:10:16+00
418602.8647,4577643.6185,24844,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.027054,41.346176,2023/04/10 07:10:16+00
418705.3448,4577649.4645,24845,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.028278,41.346239,2023/04/10 07:10:16+00
418663.1688,4577910.1967,24846,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.027739,41.348583,2023/04/10 07:10:16+00
418921.5405,4577363.8025,24847,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.0309,41.343688,2023/04/10 07:10:16+00
419923.4572,4576612.4286,24848,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.042973,41.337021,2023/04/10 07:10:16+00
420059.1717,4576732.1788,24849,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044579,41.338113,2023/04/10 07:10:16+00
420020.6917,4576551.1774,24850,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044143,41.336479,2023/04/10 07:10:16+00
419783.6286,4576802.2823,24851,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.041277,41.338717,2023/04/10 07:10:16+00
420116.1457,4576784.1804,24852,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.045253,41.338587,2023/04/10 07:10:16+00
419885.027,4576853.236,24853,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.042482,41.339186,2023/04/10 07:10:16+00
419744.9245,4577010.2284,24854,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.040787,41.340586,2023/04/10 07:10:16+00
419800.419,4576890.4779,24855,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.041466,41.339513,2023/04/10 07:10:16+00
418785.4624,4577743.0556,24856,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.029223,41.34709,2023/04/10 07:10:16+00
418742.0197,4577995.4741,24857,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.02867,41.349359,2023/04/10 07:10:16+00
419268.0109,4577962.8428,24858,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.034961,41.349118,2023/04/10 07:10:16+00
419098.0315,4578063.444,24859,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.032916,41.350007,2023/04/10 07:10:16+00
418773.6058,4577827.4618,24860,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.02907,41.347849,2023/04/10 07:10:16+00
418912.3392,4578060.2987,24861,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.030697,41.34996,2023/04/10 07:10:16+00
419457.7632,4576258.3942,24862,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.037455,41.333786,2023/04/10 07:10:16+00
418949.9306,4578114.9506,24863,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.031139,41.350456,2023/04/10 07:10:16+00
418618.0773,4577485.56,24864,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.027257,41.344754,2023/04/10 07:10:16+00
418666.9315,4577424.8328,24865,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.027849,41.344212,2023/04/10 07:10:16+00
418422.3019,4577651.198,24866,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.024895,41.346226,2023/04/10 07:10:16+00
419141.9637,4577501.021,24867,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.033516,41.344946,2023/04/10 07:10:16+00
418527.0007,4577534.2149,24868,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.026162,41.345183,2023/04/10 07:10:16+00
419028.0041,4576661.4469,24869,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.032266,41.337373,2023/04/10 07:10:16+00
419130.7814,4576640.2042,24870,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.033497,41.337192,2023/04/10 07:10:16+00
419352.0814,4576628.8591,24871,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.036143,41.337112,2023/04/10 07:10:16+00
419968.8818,4577309.0948,24872,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.043424,41.3433,2023/04/10 07:10:16+00
420024.3654,4577226.2086,24873,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.044098,41.342559,2023/04/10 07:10:16+00
420216.9185,4576747.9859,24874,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.046462,41.338271,2023/04/10 07:10:16+00
420225.1084,4576884.0205,24875,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.046542,41.339497,2023/04/10 07:10:16+00
419938.3103,4577344.296,24876,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.043054,41.343614,2023/04/10 07:10:16+00
420153.6377,4576830.068,24877,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.045695,41.339004,2023/04/10 07:10:16+00
420030.9662,4577551.7916,24878,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.044134,41.345492,2023/04/10 07:10:16+00
420046.6059,4577437.2567,24879,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.044336,41.344462,2023/04/10 07:10:16+00
419987.7731,4577527.3967,24880,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.043621,41.345268,2023/04/10 07:10:16+00
419471.0649,4577585.1871,24881,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.037438,41.345737,2023/04/10 07:10:16+00
419876.3546,4577644.0992,24882,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.042274,41.346308,2023/04/10 07:10:16+00
419663.4092,4577553.2983,24883,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.039741,41.345469,2023/04/10 07:10:16+00
419959.9596,4577835.2613,24884,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.043248,41.348038,2023/04/10 07:10:16+00
418676.6613,4577337.3414,24885,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.027977,41.343425,2023/04/10 07:10:16+00
418635.0594,4577798.5914,24886,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.027418,41.347575,2023/04/10 07:10:16+00
418472.8672,4577765.326,24887,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.025484,41.347259,2023/04/10 07:10:16+00
418315.5522,4577853.2566,24888,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.023592,41.348035,2023/04/10 07:10:16+00
418412.6142,4578009.9414,24889,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.024731,41.349456,2023/04/10 07:10:16+00
418450.0579,4577969.2156,24890,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.025184,41.349093,2023/04/10 07:10:16+00
418376.6555,4577751.3074,24891,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.024336,41.347123,2023/04/10 07:10:16+00
418538.9104,4577879.5026,24892,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.026258,41.348294,2023/04/10 07:10:16+00
418491.5807,4577881.9217,24893,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.025692,41.348311,2023/04/10 07:10:16+00
419975.6634,4576778.289,24894,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.043575,41.33852,2023/04/10 07:10:16+00
418949.8662,4578977.6719,24895,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.031023,41.358226,2023/04/10 07:10:16+00
420264.7132,4577556.3251,24896,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.046927,41.345556,2023/04/10 07:10:16+00
420233.7345,4577379.4592,24897,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.04658,41.34396,2023/04/10 07:10:16+00
417779.9245,4578069.714,24898,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.017161,41.34993,2023/04/10 07:10:16+00
417933.2742,4578172.1261,24899,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.01898,41.350868,2023/04/10 07:10:16+00
417718.0688,4578126.4868,24900,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.016414,41.350435,2023/04/10 07:10:16+00
417828.0682,4578176.2039,24901,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.017722,41.350894,2023/04/10 07:10:16+00
417963.189,4578309.3571,24902,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.019319,41.352107,2023/04/10 07:10:16+00
418856.7826,4576803.1484,24903,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.030201,41.338632,2023/04/10 07:10:16+00
420150.9059,4576832.7628,24904,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.045662,41.339028,2023/04/10 07:10:16+00
420088.092,4576911.5093,24905,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.044901,41.339731,2023/04/10 07:10:16+00
420080.1985,4577144.5404,24906,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.044776,41.341829,2023/04/10 07:10:16+00
420058.5852,4576997.9948,24907,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.044537,41.340507,2023/04/10 07:10:16+00
418686.0761,4577751.83,24908,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.028034,41.347159,2023/04/10 07:10:16+00
418646.5631,4578026.0785,24909,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.027525,41.349625,2023/04/10 07:10:16+00
418859.8534,4577459.4244,24910,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.03015,41.344543,2023/04/10 07:10:16+00
418666.4803,4577907.0507,24911,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.027779,41.348555,2023/04/10 07:10:16+00
418692.1334,4577597.9826,24912,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.028127,41.345774,2023/04/10 07:10:16+00
418601.8733,4577644.7399,24913,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.027042,41.346186,2023/04/10 07:10:16+00
419798.6109,4576795.0107,24914,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.041457,41.338653,2023/04/10 07:10:16+00
419921.3589,4576619.4467,24915,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.042947,41.337084,2023/04/10 07:10:16+00
419880.7564,4576845.3999,24916,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.042432,41.339115,2023/04/10 07:10:16+00
418435.314,4578704.1939,24917,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.024909,41.355711,2023/04/10 07:10:16+00
420016.2101,4576554.5577,24918,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.044089,41.336509,2023/04/10 07:10:16+00
419799.1409,4576880.8323,24919,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.041452,41.339426,2023/04/10 07:10:16+00
418946.7962,4578103.9934,24920,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.031103,41.350357,2023/04/10 07:10:16+00
418745.3893,4578087.149,24921,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.028698,41.350185,2023/04/10 07:10:16+00
419024.1689,4578124.7806,24922,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.032025,41.350552,2023/04/10 07:10:16+00
418769.9484,4577829.6123,24923,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.029026,41.347868,2023/04/10 07:10:16+00
418742.0045,4578001.5811,24924,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.028669,41.349414,2023/04/10 07:10:16+00
418910.4486,4578063.3177,24925,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.030674,41.349987,2023/04/10 07:10:16+00
418783.402,4577745.8545,24926,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.029198,41.347115,2023/04/10 07:10:16+00
419797.8705,4576977.8879,24927,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.041424,41.3403,2023/04/10 07:10:16+00
420057.7669,4576726.1986,24928,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.044563,41.338059,2023/04/10 07:10:16+00
418904.7933,4577370.2074,24929,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.030699,41.343744,2023/04/10 07:10:16+00
419791.7899,4577480.0404,24930,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.041285,41.344822,2023/04/10 07:10:16+00
418702.4202,4578463.5858,24931,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.028134,41.353571,2023/04/10 07:10:16+00
418718.2875,4578378.9124,24932,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.028335,41.35281,2023/04/10 07:10:16+00
419729.0321,4577441.9844,24933,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.04054,41.344473,2023/04/10 07:10:16+00
418608.8219,4578331.1745,24934,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.027033,41.352369,2023/04/10 07:10:16+00
418643.2246,4578377.4222,24935,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.027438,41.352789,2023/04/10 07:10:16+00
418813.0886,4578312.5637,24936,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.029477,41.352222,2023/04/10 07:10:16+00
419489.574,4577503.8174,24937,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.03767,41.345006,2023/04/10 07:10:16+00
419429.0198,4577747.2053,24938,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.036914,41.347192,2023/04/10 07:10:16+00
419434.6173,4577505.3157,24939,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.037013,41.345014,2023/04/10 07:10:16+00
419550.048,4577773.5092,24940,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.038357,41.347441,2023/04/10 07:10:16+00
419552.0706,4577571.0757,24941,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.038408,41.345618,2023/04/10 07:10:16+00
418529.9835,4577688.0721,24942,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.026177,41.346569,2023/04/10 07:10:16+00
419539.4347,4577669.0349,24943,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.038244,41.346499,2023/04/10 07:10:16+00
418705.6778,4578171.9784,24944,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.028212,41.350945,2023/04/10 07:10:16+00
418363.0856,4578396.7804,24945,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.024087,41.352935,2023/04/10 07:10:16+00
418533.6347,4577886.5569,24946,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.026194,41.348357,2023/04/10 07:10:16+00
418376.2633,4578281.6025,24947,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.02426,41.351899,2023/04/10 07:10:16+00
418526.4693,4578164.8843,24948,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.026071,41.350863,2023/04/10 07:10:16+00
418541.5037,4578304.1721,24949,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.026232,41.352119,2023/04/10 07:10:16+00
418551.3761,4577976.2938,24950,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.026394,41.349167,2023/04/10 07:10:16+00
418700.2199,4578117.9669,24951,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.028154,41.350458,2023/04/10 07:10:16+00
418671.0829,4578250.4219,24952,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.027788,41.351648,2023/04/10 07:10:16+00
418778.146,4578143.2976,24953,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.029082,41.350694,2023/04/10 07:10:16+00
418289.9584,4578210.6251,24954,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.023238,41.351251,2023/04/10 07:10:16+00
418933.0692,4577759.0589,24955,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.030985,41.347249,2023/04/10 07:10:16+00
418714.5738,4577621.8251,24956,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.028392,41.345991,2023/04/10 07:10:16+00
419016.6681,4577700.1665,24957,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.031992,41.346727,2023/04/10 07:10:16+00
419129.7673,4577713.006,24958,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.033342,41.346854,2023/04/10 07:10:16+00
419242.9474,4577650.4557,24959,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.034703,41.346302,2023/04/10 07:10:16+00
419432.2357,4577848.4307,24960,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.036939,41.348104,2023/04/10 07:10:16+00
418889.313,4577751.8867,24961,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.030463,41.34718,2023/04/10 07:10:16+00
418979.9793,4578340.7874,24962,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.031468,41.352493,2023/04/10 07:10:16+00
419098.7652,4578174.2458,24963,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.03291,41.351005,2023/04/10 07:10:16+00
418846.5561,4578148.1946,24964,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.029899,41.350745,2023/04/10 07:10:16+00
418986.1517,4578219.2493,24965,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.031558,41.351399,2023/04/10 07:10:16+00
418890.6969,4578369.5433,24966,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.030397,41.352743,2023/04/10 07:10:16+00
419142.3051,4578244.8209,24967,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.033421,41.351645,2023/04/10 07:10:16+00
419552.6914,4577196.8916,24968,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.038465,41.342248,2023/04/10 07:10:16+00
419394.828,4577456.1264,24969,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.036544,41.344567,2023/04/10 07:10:16+00
420211.1164,4576753.0461,24970,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.046392,41.338316,2023/04/10 07:10:16+00
420026.1505,4577228.7427,24971,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.044119,41.342582,2023/04/10 07:10:16+00
419968.1561,4577303.9953,24972,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.043416,41.343254,2023/04/10 07:10:16+00
420100.384,4577047.4986,24973,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.04503,41.340957,2023/04/10 07:10:16+00
419946.281,4577361.4179,24974,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.043147,41.343769,2023/04/10 07:10:16+00
419995.0428,4577534.0895,24975,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.043707,41.345329,2023/04/10 07:10:16+00
419858.9017,4577048.7181,24976,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.042144,41.340944,2023/04/10 07:10:16+00
419960.033,4577819.1609,24977,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.043251,41.347893,2023/04/10 07:10:16+00
419684.2858,4576922.0739,24978,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.040074,41.339786,2023/04/10 07:10:16+00
419065.5258,4576814.3634,25146,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.032694,41.338754,2023/04/10 07:10:17+00
418938.9954,4576799.0098,25147,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.031184,41.338603,2023/04/10 07:10:17+00
420050.7664,4576478.1204,25148,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.044512,41.335824,2023/04/10 07:10:17+00
419916.6153,4577425.5885,25149,08200,SANT BOI DE LLOBREGAT,Vidre,VIDRE 2200L,2.042784,41.344344,2023/04/10 07:10:17+00
420149.18,4576828.0074,25150,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.045642,41.338985,2023/04/10 07:10:17+00
420045.8749,4576998.801,25151,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.044385,41.340513,2023/04/10 07:10:17+00
420181.8553,4577082.6873,25152,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.045999,41.341282,2023/04/10 07:10:17+00
420081.0395,4577152.5254,25153,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.044785,41.341901,2023/04/10 07:10:17+00
418692.432,4577594.7593,25154,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.028131,41.345745,2023/04/10 07:10:17+00
418650.6586,4578025.6995,25155,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.027574,41.349622,2023/04/10 07:10:17+00
418665.1034,4577425.9636,25156,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.027827,41.344222,2023/04/10 07:10:17+00
418662.2948,4577906.8755,25157,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.027729,41.348553,2023/04/10 07:10:17+00
418604.3268,4577647.1551,25158,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.027071,41.346208,2023/04/10 07:10:17+00
418703.9863,4577647.7032,25159,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.028262,41.346223,2023/04/10 07:10:17+00
419920.1038,4576619.4606,25160,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.042932,41.337084,2023/04/10 07:10:17+00
419791.342,4576811.1906,25161,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.041368,41.338798,2023/04/10 07:10:17+00
420052.8902,4576731.6929,25162,08200,SANT BOI DE LLOBREGAT,Envasos lleugers,ENVASOS 3000L,2.044504,41.338108,2023/04/10 07:10:17+00
