FID,NAAMPLAATSINGSADRES,CLUSTERCODE,CLUSTEROMSCHRIJVING,CONTAINERCODE,FRACTIE,LATITUDE,LONGITUDE,GEOM
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ad5,Loc3663,3663,Aquamarijnstraat Bergeendflat  291-433,P404,papier - Loc3663,53.2326,6.5253,POINT (230996.014 583489.985)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ad4,loc3664,3664,Galenuslaan,P340,papier - loc3664,53.1953,6.557,POINT (233175.992 579376.418)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ad3,loc3664,3664,Galenuslaan,P342,papier - loc3664,53.1953,6.557,POINT (233175.992 579376.418)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ad2,Loc3665,3665,H. Colleniusstraat/Mondriaanstr. (Hoek),P101,papier - Loc3665,53.2183,6.5494,POINT (232632.263 581919.931)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ad1,loc3666,3666,Mudaheerd,P420,papier - loc3666,53.2502,6.5867,POINT (235063.641 585518.387)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ad0,loc3668,3668,Bankastraat,P429,papier - loc3668,53.2311,6.5628,POINT (233499.32 583359.877)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1acf,loc3669,3669,Antillenstraat 2,P435,papier - loc3669,53.2329,6.5803,POINT (234665.102 583583.853)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ace,loc3669,3669,Antillenstraat 2,P511,papier - loc3669,53.2329,6.5803,POINT (234665.102 583583.853)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1acd,loc3670,3670,Antillenstraat,P436,papier - loc3670,53.2324,6.5816,POINT (234752.825 583529.651)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1acc,loc3671,3671,Damsterdiep (studentencontainer),P437,papier - loc3671,53.2212,6.5868,POINT (235119.386 582293.512)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1acb,loc3671,3671,Damsterdiep (studentencontainer),P506,papier - loc3671,53.2212,6.5868,POINT (235119.386 582293.512)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aca,loc3672,3672,Oliemuldersweg hoek Vinkenstraat,P438,papier - loc3672,53.231,6.5821,POINT (234792.784 583375.591)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ac9,loc3672,3672,Oliemuldersweg hoek Vinkenstraat,P266,papier - loc3672,53.231,6.5821,POINT (234792.784 583375.591)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ac8,loc3673,3673,Planetenlaan,P439,papier - loc3673,53.2338,6.5326,POINT (231483.241 583635.731)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ac7,Loc3674,3674,Marcellus Emantslaan,P440,papier - Loc3674,53.1928,6.5748,POINT (234375.433 579118.879)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ac6,Loc3674,3674,Marcellus Emantslaan,P512,papier - Loc3674,53.1928,6.5748,POINT (234375.433 579118.879)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ac5,loc3676,3676,Gorechtkade hoek Wielewaalplein,P454,papier - loc3676,53.228,6.5755,POINT (234354.243 583035.518)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ac4,loc3676,3676,Gorechtkade hoek Wielewaalplein,P455,papier - loc3676,53.228,6.5755,POINT (234354.243 583035.518)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ac3,loc3677,3677,Praediuniussingel,P470,papier - loc3677,53.2136,6.5605,POINT (233376.688 581417.746)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ac2,loc3678,3678,Goudlaan zuid (Goudflat),P443,papier - loc3678,53.2253,6.533,POINT (231518.432 582683.483)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ac1,Loc3679,3679,Goudlaan noord (De Ommelanderflat),P442,papier - Loc3679,53.2304,6.5293,POINT (231266.257 583252.721)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ac0,Loc3679,3679,Goudlaan noord (De Ommelanderflat),P508,papier - Loc3679,53.2304,6.5293,POINT (231266.257 583252.721)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1abf,Loc3680,3680,Goeman Borgesiuslaan,P444,papier - Loc3680,53.1928,6.5954,POINT (235746.839 579139.451)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1abe,Loc3680,3680,Goeman Borgesiuslaan,P637,papier - Loc3680,53.1928,6.5954,POINT (235746.839 579139.451)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1abd,Loc3681,3681,Oostersingel t.h.v. 4,P370,papier - Loc3681,53.2188,6.5768,POINT (234456.095 582005.351)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1abc,Loc3682,3682,Asterstraat,P372,papier - Loc3682,53.2283,6.5877,POINT (235167.784 583076.834)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1abb,Loc3682,3682,Asterstraat,P374,papier - Loc3682,53.2283,6.5877,POINT (235167.784 583076.834)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aba,Loc3684,3684,Antaresstraat (Bernelfplein),P376,papier - Loc3684,53.2308,6.5408,POINT (232035.58 583300.597)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ab9,Loc3685,3685,Suikerlaan 5,P500,papier - Loc3685,53.2118,6.5406,POINT (232055.397 581188.266)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ab8,Loc3686,3686,Donderslaan thv 155,P502,papier - Loc3686,53.1998,6.5532,POINT (232918.094 579864.222)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ab7,Loc3688,3688,Albertine Agnesstraat hoek Koninginnelaa,P471,papier - Loc3688,53.2235,6.5497,POINT (232640.953 582498.88)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ab6,Loc3689,3689,Paterswoldseweg,P625,papier - Loc3689,53.211,6.5565,POINT (233116.935 581119.667)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ab5,Loc3689,3689,Paterswoldseweg,P626,papier - Loc3689,53.211,6.5565,POINT (233116.935 581119.667)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ab4,Loc3689,3689,Paterswoldseweg,P627,papier - Loc3689,53.211,6.5565,POINT (233116.935 581119.667)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ab3,Loc3690,3690,Oostzaan Helix/Cortinghborg,P474,papier - Loc3690,53.237,6.5654,POINT (233664.13 584022.641)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ab2,Loc3691,3691,Bordewijklaan 47-75,P475,papier - Loc3691,53.1906,6.5764,POINT (234484.529 578868.008)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ab1,Loc3692,3692,Friesestraatweg/Woldring,P504,papier - Loc3692,53.2211,6.5399,POINT (231989.358 582224.609)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ab0,Loc3692,3692,Friesestraatweg/Woldring,P505,papier - Loc3692,53.2211,6.5399,POINT (231989.358 582224.609)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aaf,Loc3692,3692,Friesestraatweg/Woldring,P344,papier - Loc3692,53.2211,6.5399,POINT (231989.358 582224.609)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aae,Loc3693,3693,Barkmolenstraat,P446,papier - Loc3693,53.2149,6.581,POINT (234744.463 581577.124)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aad,Loc3693,3693,Barkmolenstraat,P448,papier - Loc3693,53.2149,6.581,POINT (234744.463 581577.124)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aac,Loc3694,3694,Zuiderdiep nr 73-LC3694,P450,papier - Loc3694,53.2145,6.566,POINT (233743.11 581523.905)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aab,Loc3696,3696,Zuiderdiep 121,P478,papier - Loc3696,53.2146,6.5628,POINT (233533.907 581528.279)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aaa,Loc3696,3696,Zuiderdiep 121,P479,papier - Loc3696,53.2146,6.5628,POINT (233533.907 581528.279)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aa9,Loc3697,3697,Kleine Beer,P480,papier - Loc3697,53.2252,6.5469,POINT (232448.168 582689.452)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aa8,Loc3698,3698,Kerklaan,P901,papier - Loc3698,53.1781,6.6053,POINT (236438.86 577511.519)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aa7,Loc3709,3709,Meeroeverslaan Meerstad,P514,papier - Loc3709,53.2221,6.6509,POINT (239399.411 582461.311)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aa6,Loc3711,3711,Hoogeweg,P483,papier - Loc3711,53.235,6.5276,POINT (231147.356 583759.521)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aa5,Loc3711,3711,Hoogeweg,P484,papier - Loc3711,53.235,6.5276,POINT (231147.356 583759.521)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aa4,Loc3713,3713,Goeman Borgesiuslaan,P491,papier - Loc3713,53.1931,6.5858,POINT (235108.012 579164.402)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aa3,Loc3714,3714,G. Meirstraat,P492,papier - Loc3714,53.1883,6.5577,POINT (233236.173 578593.786)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aa2,Loc3715,3715,Regattaweg,P494,papier - Loc3715,53.2246,6.5992,POINT (235947.203 582684.711)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aa1,Loc3716,3716,Wibenaheerd,P495,papier - Loc3716,53.247,6.6052,POINT (236302.429 585180.751)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aa0,Loc3717,3717,Patersoldseweg / Stephensonsstraat,P486,papier - Loc3717,53.2096,6.557,POINT (233150.827 580966.611)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a9f,Loc3719,3719,Dierenriemstraat,P501,papier - Loc3719,53.2294,6.5462,POINT (232397.271 583153.908)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a9e,Loc3719,3719,Dierenriemstraat,P497,papier - Loc3719,53.2294,6.5462,POINT (232397.271 583153.908)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a9d,Loc3720,3720,Boerhaavenlaan,P503,papier - Loc3720,53.1969,6.552,POINT (232842.335 579547.994)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a9c,Loc3720,3720,Boerhaavenlaan,P603,papier - Loc3720,53.1969,6.552,POINT (232842.335 579547.994)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a9b,Loc3721,3721,Planetenlaan,P705,papier - Loc3721,53.235,6.5381,POINT (231844.394 583770.606)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a9a,Loc3722,3722,Eelkemastraat to 58,P306,papier - Loc3722,53.2082,6.5874,POINT (235186.339 580842.027)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a99,Loc3723,3723,Verl. Visserstraat,P424,papier - Loc3723,53.2184,6.5568,POINT (233124.952 581942.374)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a98,Loc3723,3723,Verl. Visserstraat,P629,papier - Loc3723,53.2184,6.5568,POINT (233124.952 581942.374)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a97,Loc3724,3724,Venuslaan,P324,papier - Loc3724,53.2314,6.5398,POINT (231963.679 583369.572)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a96,Loc3725,3725,Plutolaan 415 tm 497,P326,papier - Loc3725,53.2333,6.5382,POINT (231852.689 583585.964)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a95,Loc3726,3726,Semmelweisstraat,P496,papier - Loc3726,53.195,6.5532,POINT (232924.052 579331.152)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a94,Loc3729,3729,Esdoornlaan,P606,papier - Loc3729,53.237,6.5502,POINT (232649.371 584003.926)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a93,Loc3731,3731,Hoornsediep,P499,papier - Loc3731,53.2087,6.5605,POINT (233388.372 580864.729)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1a92,Loc3733,3733,Westerhaven,P609,papier - Loc3733,53.2144,6.5562,POINT (233094.145 581494.41)
